image,class,count
1478898393152841441.jpg,car,10
1478898393152841441.jpg,trafficLight,4
1478898393724224573.jpg,car,6
1478898393724224573.jpg,trafficLight,2
1478898394294909057.jpg,car,4
1478898394294909057.jpg,trafficLight,4
1478898394866742830.jpg,car,4
1478898394866742830.jpg,trafficLight,4
1478898395436876109.jpg,car,4
1478898395436876109.jpg,trafficLight,4
1478898396008535897.jpg,car,4
1478898396008535897.jpg,trafficLight,4
1478898396580787454.jpg,car,4
1478898396580787454.jpg,trafficLight,4
1478898397151333470.jpg,car,4
1478898397151333470.jpg,trafficLight,4
1478898397722831807.jpg,car,4
1478898398294870416.jpg,car,4
1478898398864926205.jpg,car,4
1478898399436467482.jpg,car,4
1478898400007561524.jpg,car,4
1478898400578969238.jpg,car,4
1478898401150456059.jpg,car,4
1478898401150456059.jpg,trafficLight,4
1478898401721818249.jpg,car,4
1478898401721818249.jpg,trafficLight,4
1478898402293277739.jpg,car,4
1478898402293277739.jpg,trafficLight,4
1478898402864627927.jpg,car,4
1478898402864627927.jpg,pedestrian,2
1478898402864627927.jpg,trafficLight,4
1478898403435123614.jpg,car,4
1478898403435123614.jpg,pedestrian,2
1478898403435123614.jpg,trafficLight,4
1478898404006867689.jpg,car,4
1478898404006867689.jpg,pedestrian,2
1478898404006867689.jpg,trafficLight,8
1478898404578254974.jpg,car,8
1478898404578254974.jpg,pedestrian,2
1478898404578254974.jpg,trafficLight,8
1478898405149223860.jpg,car,8
1478898405149223860.jpg,pedestrian,2
1478898405149223860.jpg,trafficLight,8
1478898405721854391.jpg,car,8
1478898405721854391.jpg,pedestrian,4
1478898405721854391.jpg,trafficLight,8
1478898406292021233.jpg,car,8
1478898406292021233.jpg,trafficLight,8
1478898406863083814.jpg,biker,2
1478898406863083814.jpg,car,8
1478898406863083814.jpg,trafficLight,6
1478898407435623379.jpg,biker,2
1478898407435623379.jpg,car,8
1478898407435623379.jpg,trafficLight,6
1478898408005543980.jpg,biker,2
1478898408005543980.jpg,car,4
1478898408005543980.jpg,trafficLight,4
1478898408577422564.jpg,biker,2
1478898408577422564.jpg,car,4
1478898408577422564.jpg,trafficLight,2
1478898409148138999.jpg,biker,2
1478898409148138999.jpg,car,4
1478898409719238109.jpg,biker,4
1478898409719238109.jpg,car,4
1478898410291553524.jpg,biker,4
1478898410291553524.jpg,car,4
1478898410862379243.jpg,biker,4
1478898410862379243.jpg,car,4
1478898411433858364.jpg,biker,4
1478898411433858364.jpg,car,4
1478898412004456577.jpg,biker,4
1478898412004456577.jpg,car,4
1478898412576124001.jpg,biker,4
1478898412576124001.jpg,car,4
1478898413147918379.jpg,biker,4
1478898413147918379.jpg,car,6
1478898413718368707.jpg,biker,4
1478898413718368707.jpg,car,6
1478898414290075987.jpg,biker,4
1478898414290075987.jpg,car,6
1478898414862550801.jpg,biker,4
1478898414862550801.jpg,car,6
1478898415431983533.jpg,biker,2
1478898415431983533.jpg,car,6
1478898416003579564.jpg,car,6
1478898416576368952.jpg,car,4
1478898417146498772.jpg,car,4
1478898417717824090.jpg,car,4
1478898418288671375.jpg,car,4
1478898418861177444.jpg,car,4
1478898419431667286.jpg,car,4
1478898420002612911.jpg,car,4
1478898420574417611.jpg,car,4
1478898421144878072.jpg,car,4
1478898421717030654.jpg,car,6
1478898422288975637.jpg,car,4
1478898422859553362.jpg,car,4
1478898423430935306.jpg,car,4
1478898424003175726.jpg,car,4
1478898424573000737.jpg,car,8
1478898425144413430.jpg,car,6
1478898425716453845.jpg,car,4
1478898426286754865.jpg,car,6
1478898426858715055.jpg,car,8
1478898427429730868.jpg,car,12
1478898428001819528.jpg,car,10
1478898428572963732.jpg,car,10
1478898429143434482.jpg,car,12
1478898429714809350.jpg,car,12
1478898430285933681.jpg,car,10
1478898430857498208.jpg,car,10
1478898431429394711.jpg,car,8
1478898432000139361.jpg,car,6
1478898432570792942.jpg,car,4
1478898433144499162.jpg,car,4
1478898433713840897.jpg,car,2
1478898434285075011.jpg,car,2
1478898434857327176.jpg,car,2
1478898435427347857.jpg,car,2
1478898435999429221.jpg,car,2
1478898436570348001.jpg,car,2
1478898437142342794.jpg,car,2
1478898437713240847.jpg,car,4
1478898438283757386.jpg,car,4
1478898438856145526.jpg,car,4
1478898439426380629.jpg,car,2
1478898439997888440.jpg,car,2
1478898440570171233.jpg,car,2
1478898441140525415.jpg,car,2
1478898441712577784.jpg,car,4
1478898442284862991.jpg,car,4
1478898442854366951.jpg,car,4
1478898443425991957.jpg,car,4
1478898443997115096.jpg,car,4
1478898444568486114.jpg,car,4
1478898445140041068.jpg,car,4
1478898445710907624.jpg,car,2
1478898446282953875.jpg,car,2
1478898446853115153.jpg,car,2
1478898447424515200.jpg,car,2
1478898447996773055.jpg,car,2
1478898448566919156.jpg,car,2
1478898449138424085.jpg,car,2
1478898449710260823.jpg,car,2
1478898450281417872.jpg,car,2
1478898450853185140.jpg,car,2
1478898451425334494.jpg,car,2
1478898451994892030.jpg,car,2
1478898452566277191.jpg,car,2
1478898453137652194.jpg,car,2
1478898453708812216.jpg,car,2
1478898454280659109.jpg,car,2
1478898454851544230.jpg,car,2
1478898455422818579.jpg,car,2
1478898455993732530.jpg,car,2
1478898456565433745.jpg,car,2
1478898457137007622.jpg,car,2
1478898457707593193.jpg,car,2
1478898458278819455.jpg,car,2
1478898458851941738.jpg,car,2
1478898459421685735.jpg,car,2
1478898459993032952.jpg,car,2
1478898460565668946.jpg,car,2
1478898461135213053.jpg,car,2
1478898461707197969.jpg,car,2
1478898462278184888.jpg,car,2
1478898462849534913.jpg,car,2
1478898463421276667.jpg,car,2
1478898463991728144.jpg,car,2
1478898464563723079.jpg,car,2
1478898465134679512.jpg,car,2
1478898465705852621.jpg,car,2
1478898466278140482.jpg,car,2
1478898466848020993.jpg,car,2
1478898467419810139.jpg,car,2
1478898467992880328.jpg,car,2
1478898468562439641.jpg,car,2
1478898469134526034.jpg,car,2
1478898469705649651.jpg,car,2
1478898470276460293.jpg,car,2
1478898470848078271.jpg,car,2
1478898471418831075.jpg,car,2
1478898471990622729.jpg,car,2
1478898472561996187.jpg,car,2
1478898473133159551.jpg,car,2
1478898473704716447.jpg,car,2
1478898474275120784.jpg,car,2
1478898474846429909.jpg,car,2
1478898475418184963.jpg,car,2
1478898475988977460.jpg,car,2
1478898476561001545.jpg,car,2
1478898477702934565.jpg,car,4
1478898478273915992.jpg,car,4
1478898478846479049.jpg,car,4
1478898479417028515.jpg,car,4
1478898479988981758.jpg,car,4
1478898480559469035.jpg,car,4
1478898481131199152.jpg,car,2
1478898481702741976.jpg,car,2
1478898482273199807.jpg,car,2
1478898482845233189.jpg,car,4
1478898483415856200.jpg,car,4
1478898483986879001.jpg,car,4
1478898484559276253.jpg,car,4
1478898485129918545.jpg,car,4
1478898485701263624.jpg,car,4
1478898486274221627.jpg,car,8
1478898486843633228.jpg,car,6
1478898487415038036.jpg,car,8
1478898487986686475.jpg,car,8
1478898488557809543.jpg,car,12
1478898489129357377.jpg,car,10
1478898489699733125.jpg,car,14
1478898490272058777.jpg,car,12
1478898490842516536.jpg,car,14
1478898491413942577.jpg,car,20
1478898491986098165.jpg,car,26
1478898492556229855.jpg,car,26
1478898493127897490.jpg,car,26
1478898493699925906.jpg,car,20
1478898494270563215.jpg,car,20
1478898494842460395.jpg,car,20
1478898494842460395.jpg,pedestrian,2
1478898495413912811.jpg,car,18
1478898495984298654.jpg,car,18
1478898496555682616.jpg,car,18
1478898497126912786.jpg,car,16
1478898497698078210.jpg,car,18
1478898497698078210.jpg,pedestrian,6
1478898498269595562.jpg,car,16
1478898498269595562.jpg,pedestrian,6
1478898498840844500.jpg,car,14
1478898498840844500.jpg,pedestrian,6
1478898499412176100.jpg,car,14
1478898499412176100.jpg,pedestrian,4
1478898499412176100.jpg,truck,2
1478898499983147215.jpg,car,10
1478898499983147215.jpg,pedestrian,2
1478898499983147215.jpg,truck,2
1478898500554452103.jpg,car,10
1478898500554452103.jpg,pedestrian,4
1478898500554452103.jpg,truck,2
1478898501126377254.jpg,car,10
1478898501126377254.jpg,pedestrian,4
1478898501126377254.jpg,truck,2
1478898501697031928.jpg,car,6
1478898501697031928.jpg,pedestrian,6
1478898501697031928.jpg,truck,2
1478898502268252473.jpg,car,4
1478898502268252473.jpg,pedestrian,12
1478898502268252473.jpg,truck,2
1478898502840989667.jpg,car,4
1478898502840989667.jpg,pedestrian,14
1478898502840989667.jpg,truck,2
1478898503410810130.jpg,car,4
1478898503410810130.jpg,pedestrian,14
1478898503410810130.jpg,truck,2
1478898503982042398.jpg,car,6
1478898503982042398.jpg,pedestrian,16
1478898503982042398.jpg,truck,2
1478898504554856558.jpg,car,10
1478898504554856558.jpg,pedestrian,16
1478898505125088013.jpg,car,10
1478898505125088013.jpg,pedestrian,8
1478898505696264851.jpg,car,12
1478898505696264851.jpg,pedestrian,2
1478898506267495689.jpg,car,12
1478898506267495689.jpg,pedestrian,4
1478898506838411723.jpg,car,12
1478898506838411723.jpg,pedestrian,4
1478898507410575039.jpg,car,20
1478898507410575039.jpg,pedestrian,8
1478898507981448696.jpg,car,4
1478898507981448696.jpg,pedestrian,4
1478898508553043749.jpg,car,6
1478898508553043749.jpg,pedestrian,6
1478898509123877989.jpg,car,6
1478898509123877989.jpg,pedestrian,6
1478898509694969251.jpg,car,14
1478898509694969251.jpg,pedestrian,2
1478898510266987956.jpg,car,12
1478898510266987956.jpg,pedestrian,4
1478898510838346190.jpg,car,12
1478898510838346190.jpg,pedestrian,4
1478898511409070339.jpg,biker,2
1478898511409070339.jpg,car,20
1478898511409070339.jpg,pedestrian,10
1478898511981774839.jpg,biker,2
1478898511981774839.jpg,car,20
1478898511981774839.jpg,pedestrian,14
1478898512551145258.jpg,biker,2
1478898512551145258.jpg,car,20
1478898512551145258.jpg,pedestrian,14
1478898513123213987.jpg,biker,2
1478898513123213987.jpg,car,20
1478898513123213987.jpg,pedestrian,12
1478898513695352594.jpg,biker,2
1478898513695352594.jpg,car,24
1478898513695352594.jpg,pedestrian,14
1478898514265479150.jpg,car,22
1478898514265479150.jpg,pedestrian,6
1478898514837156468.jpg,car,24
1478898514837156468.jpg,pedestrian,6
1478898515408131534.jpg,car,24
1478898515408131534.jpg,pedestrian,4
1478898515979731191.jpg,car,16
1478898515979731191.jpg,pedestrian,2
1478898516551485489.jpg,car,28
1478898516551485489.jpg,pedestrian,2
1478898517121861021.jpg,car,32
1478898517121861021.jpg,pedestrian,2
1478898517693569006.jpg,car,34
1478898518264150816.jpg,car,32
1478898518836222214.jpg,car,32
1478898519408333252.jpg,car,16
1478898519978589074.jpg,car,32
1478898520549904541.jpg,car,32
1478898521122182451.jpg,car,28
1478898521692177834.jpg,car,28
1478898522263759885.jpg,car,18
1478898522836059195.jpg,car,16
1478898523406128270.jpg,car,16
1478898523977528121.jpg,car,18
1478898524549267045.jpg,car,20
1478898525121225782.jpg,car,16
1478898525691904706.jpg,car,8
1478898526263101588.jpg,car,18
1478898526834651352.jpg,car,16
1478898527405184126.jpg,car,16
1478898527976497716.jpg,car,16
1478898528548886707.jpg,car,16
1478898529119312780.jpg,car,12
1478898529690830190.jpg,car,12
1478898530263566340.jpg,car,12
1478898530833296453.jpg,car,8
1478898531404207536.jpg,car,4
1478898531976815002.jpg,car,4
1478898532546470539.jpg,car,4
1478898533118299190.jpg,car,4
1478898533689484081.jpg,car,4
1478898534261369455.jpg,car,12
1478898534833039918.jpg,car,24
1478898535402971457.jpg,car,32
1478898535975525906.jpg,car,36
1478898536545683708.jpg,car,22
1478898537117162460.jpg,car,14
1478898537689212129.jpg,car,14
1478898538259536872.jpg,car,16
1478898538831604073.jpg,car,14
1478898539404242720.jpg,car,8
1478898539973438334.jpg,car,4
1478898543402166022.jpg,car,10
1478898543972201351.jpg,car,14
1478898544543935024.jpg,car,20
1478898544543935024.jpg,truck,2
1478898545116001045.jpg,car,14
1478898545116001045.jpg,pedestrian,8
1478898545116001045.jpg,truck,2
1478898545686599168.jpg,car,10
1478898545686599168.jpg,pedestrian,8
1478898545686599168.jpg,truck,2
1478898546257948772.jpg,car,10
1478898546257948772.jpg,pedestrian,8
1478898546257948772.jpg,truck,2
1478898546829659115.jpg,car,10
1478898546829659115.jpg,pedestrian,8
1478898546829659115.jpg,truck,2
1478898547400364622.jpg,car,8
1478898547400364622.jpg,pedestrian,8
1478898547400364622.jpg,truck,2
1478898547971824920.jpg,car,8
1478898547971824920.jpg,pedestrian,8
1478898547971824920.jpg,truck,2
1478898548544246050.jpg,car,6
1478898548544246050.jpg,pedestrian,8
1478898548544246050.jpg,truck,2
1478898549114385704.jpg,car,4
1478898549114385704.jpg,pedestrian,12
1478898549114385704.jpg,truck,2
1478898549685630446.jpg,car,4
1478898549685630446.jpg,pedestrian,12
1478898550257512689.jpg,car,4
1478898550257512689.jpg,pedestrian,12
1478898550828136474.jpg,car,2
1478898550828136474.jpg,pedestrian,10
1478898551399961461.jpg,pedestrian,10
1478898551970937642.jpg,pedestrian,8
1478898552542073131.jpg,pedestrian,12
1478898553113592107.jpg,pedestrian,14
1478898553684969871.jpg,pedestrian,14
1478898554256579177.jpg,pedestrian,14
1478898554827021791.jpg,pedestrian,12
1478898555398546739.jpg,car,2
1478898555398546739.jpg,pedestrian,8
1478898555398546739.jpg,truck,2
1478898555971463753.jpg,car,2
1478898555971463753.jpg,pedestrian,8
1478898555971463753.jpg,truck,2
1478898556541257115.jpg,car,4
1478898556541257115.jpg,truck,2
1478898557112982156.jpg,car,4
1478898557112982156.jpg,pedestrian,2
1478898557112982156.jpg,truck,2
1478898557684817475.jpg,car,4
1478898557684817475.jpg,pedestrian,10
1478898557684817475.jpg,truck,6
1478898558254484028.jpg,car,8
1478898558254484028.jpg,pedestrian,16
1478898558254484028.jpg,truck,6
1478898558826913859.jpg,car,10
1478898558826913859.jpg,pedestrian,20
1478898558826913859.jpg,truck,10
1478898559397881980.jpg,car,12
1478898559397881980.jpg,pedestrian,22
1478898559397881980.jpg,truck,10
1478898559968732396.jpg,car,16
1478898559968732396.jpg,pedestrian,14
1478898559968732396.jpg,truck,10
1478898560540740677.jpg,car,18
1478898560540740677.jpg,pedestrian,14
1478898560540740677.jpg,truck,10
1478898561111045583.jpg,car,22
1478898561111045583.jpg,pedestrian,18
1478898561111045583.jpg,truck,8
1478898561683041549.jpg,car,22
1478898561683041549.jpg,pedestrian,20
1478898561683041549.jpg,truck,6
1478898562253788421.jpg,car,22
1478898562253788421.jpg,pedestrian,18
1478898562253788421.jpg,truck,8
1478898562824989970.jpg,car,20
1478898562824989970.jpg,pedestrian,14
1478898562824989970.jpg,truck,10
1478898563397203950.jpg,car,26
1478898563397203950.jpg,pedestrian,14
1478898563397203950.jpg,truck,12
1478898563967306206.jpg,car,22
1478898563967306206.jpg,pedestrian,14
1478898563967306206.jpg,truck,12
1478898564538901536.jpg,car,22
1478898564538901536.jpg,pedestrian,14
1478898564538901536.jpg,truck,12
1478898565112360995.jpg,car,12
1478898565112360995.jpg,pedestrian,6
1478898565112360995.jpg,truck,4
1478898565681673085.jpg,car,10
1478898565681673085.jpg,pedestrian,4
1478898565681673085.jpg,truck,4
1478898566252921496.jpg,car,8
1478898566252921496.jpg,pedestrian,4
1478898566252921496.jpg,truck,4
1478898566824811048.jpg,car,8
1478898566824811048.jpg,pedestrian,4
1478898566824811048.jpg,truck,4
1478898567395594593.jpg,car,6
1478898567395594593.jpg,pedestrian,2
1478898567395594593.jpg,truck,4
1478898567967026601.jpg,car,8
1478898567967026601.jpg,truck,4
1478898568538156934.jpg,car,6
1478898568538156934.jpg,truck,4
1478898569109975035.jpg,car,4
1478898569109975035.jpg,truck,4
1478898569680905632.jpg,car,4
1478898569680905632.jpg,truck,4
1478898570252356747.jpg,car,4
1478898570252356747.jpg,truck,4
1478898570823644677.jpg,car,4
1478898570823644677.jpg,truck,4
1478898571394530520.jpg,car,4
1478898571394530520.jpg,truck,4
1478898571965913582.jpg,car,4
1478898571965913582.jpg,truck,4
1478898572537689785.jpg,car,4
1478898572537689785.jpg,truck,4
1478898573108529142.jpg,car,4
1478898573108529142.jpg,truck,4
1478898573680063572.jpg,car,4
1478898573680063572.jpg,truck,4
1478898574252601122.jpg,car,6
1478898574252601122.jpg,truck,4
1478898574822291723.jpg,car,6
1478898574822291723.jpg,truck,4
1478898575393240040.jpg,car,6
1478898575393240040.jpg,truck,4
1478898575965745789.jpg,car,6
1478898575965745789.jpg,truck,4
1478898576536108322.jpg,car,6
1478898576536108322.jpg,truck,2
1478898577107698233.jpg,car,6
1478898577107698233.jpg,truck,2
1478898577678762766.jpg,car,6
1478898577678762766.jpg,truck,2
1478898578250290131.jpg,car,8
1478898578250290131.jpg,truck,2
1478898578821815748.jpg,car,8
1478898578821815748.jpg,truck,2
1478898579392520752.jpg,car,8
1478898579392520752.jpg,truck,2
1478898579964489249.jpg,car,8
1478898579964489249.jpg,truck,2
1478898580535191787.jpg,car,8
1478898580535191787.jpg,truck,2
1478898581106090472.jpg,car,10
1478898581106090472.jpg,truck,2
1478898581679003177.jpg,car,12
1478898581679003177.jpg,truck,2
1478898582249342946.jpg,car,10
1478898582249342946.jpg,truck,2
1478898582820452811.jpg,car,12
1478898582820452811.jpg,truck,2
1478898583393338823.jpg,car,16
1478898583393338823.jpg,truck,2
1478898583962755126.jpg,car,22
1478898583962755126.jpg,truck,2
1478898584534346463.jpg,car,22
1478898584534346463.jpg,pedestrian,6
1478898584534346463.jpg,truck,4
1478898585106584620.jpg,car,20
1478898585106584620.jpg,pedestrian,10
1478898585106584620.jpg,truck,6
1478898585676705442.jpg,car,18
1478898585676705442.jpg,pedestrian,10
1478898585676705442.jpg,truck,6
1478898586248409307.jpg,car,16
1478898586248409307.jpg,pedestrian,10
1478898586248409307.jpg,truck,6
1478898586818997163.jpg,car,8
1478898586818997163.jpg,pedestrian,10
1478898586818997163.jpg,truck,6
1478898587391578592.jpg,car,14
1478898587391578592.jpg,pedestrian,6
1478898587391578592.jpg,truck,6
1478898587962560474.jpg,car,14
1478898587962560474.jpg,truck,6
1478898588533798003.jpg,car,12
1478898588533798003.jpg,truck,4
1478898589105317056.jpg,car,20
1478898589105317056.jpg,truck,4
1478898589675620663.jpg,car,20
1478898589675620663.jpg,truck,4
1478898590247464166.jpg,car,18
1478898590247464166.jpg,truck,4
1478898590819155692.jpg,car,18
1478898590819155692.jpg,truck,4
1478898591389460617.jpg,car,18
1478898591389460617.jpg,truck,4
1478898591960892554.jpg,car,20
1478898591960892554.jpg,truck,4
1478898592534207501.jpg,car,24
1478898592534207501.jpg,truck,2
1478898593103507474.jpg,car,20
1478898593675029076.jpg,car,12
1478898594246710171.jpg,car,10
1478898594817512695.jpg,car,10
1478898595388907185.jpg,car,12
1478898595959936526.jpg,car,26
1478898596531885408.jpg,car,28
1478898597103347010.jpg,car,32
1478898597673849177.jpg,car,30
1478898598245742648.jpg,car,28
1478898598816313661.jpg,car,22
1478898599388239813.jpg,car,16
1478898599959972804.jpg,car,14
1478898600530066222.jpg,car,14
1478898601101861482.jpg,car,18
1478898601675003852.jpg,car,14
1478898601675003852.jpg,truck,1
1478898602244340180.jpg,car,46
1478898602244340180.jpg,truck,4
1478898602815830715.jpg,car,46
1478898602815830715.jpg,truck,4
1478898603386885246.jpg,car,44
1478898603386885246.jpg,truck,6
1478898603958245489.jpg,car,34
1478898603958245489.jpg,truck,6
1478898604529900443.jpg,car,28
1478898604529900443.jpg,truck,6
1478898605100618626.jpg,car,22
1478898605100618626.jpg,truck,6
1478898605672299667.jpg,car,18
1478898605672299667.jpg,truck,6
1478898606243024492.jpg,car,22
1478898606243024492.jpg,pedestrian,2
1478898606243024492.jpg,truck,6
1478898606814056667.jpg,car,16
1478898606814056667.jpg,pedestrian,6
1478898606814056667.jpg,truck,6
1478898607386879037.jpg,car,16
1478898607386879037.jpg,pedestrian,4
1478898607386879037.jpg,truck,4
1478898607956958507.jpg,car,8
1478898607956958507.jpg,pedestrian,2
1478898607956958507.jpg,truck,2
1478898608528676596.jpg,car,8
1478898608528676596.jpg,pedestrian,4
1478898608528676596.jpg,truck,2
1478898609100881952.jpg,car,6
1478898609100881952.jpg,pedestrian,2
1478898609100881952.jpg,truck,2
1478898609670494803.jpg,car,8
1478898609670494803.jpg,pedestrian,2
1478898609670494803.jpg,truck,2
1478898610242190231.jpg,car,6
1478898610242190231.jpg,pedestrian,4
1478898610242190231.jpg,truck,2
1478898610814737722.jpg,car,6
1478898610814737722.jpg,pedestrian,4
1478898610814737722.jpg,truck,2
1478898611384621090.jpg,car,6
1478898611384621090.jpg,pedestrian,4
1478898611384621090.jpg,truck,2
1478898611956277259.jpg,car,6
1478898611956277259.jpg,pedestrian,12
1478898611956277259.jpg,truck,2
1478898612527062186.jpg,car,4
1478898612527062186.jpg,pedestrian,8
1478898612527062186.jpg,truck,2
1478898613099001710.jpg,car,4
1478898613099001710.jpg,pedestrian,6
1478898613099001710.jpg,truck,2
1478898613671032770.jpg,car,2
1478898613671032770.jpg,pedestrian,6
1478898613671032770.jpg,truck,2
1478898614241471922.jpg,car,2
1478898614241471922.jpg,pedestrian,6
1478898614241471922.jpg,truck,2
1478898614813044603.jpg,car,2
1478898614813044603.jpg,pedestrian,6
1478898614813044603.jpg,truck,2
1478898615383677498.jpg,car,2
1478898615383677498.jpg,pedestrian,6
1478898615383677498.jpg,truck,2
1478898615955013858.jpg,car,2
1478898615955013858.jpg,pedestrian,6
1478898615955013858.jpg,truck,2
1478898616526943220.jpg,car,4
1478898616526943220.jpg,pedestrian,6
1478898616526943220.jpg,truck,2
1478898617097466974.jpg,car,6
1478898617097466974.jpg,pedestrian,8
1478898617097466974.jpg,truck,2
1478898617668862761.jpg,car,12
1478898617668862761.jpg,pedestrian,10
1478898617668862761.jpg,truck,2
1478898618241269284.jpg,car,12
1478898618241269284.jpg,pedestrian,12
1478898618241269284.jpg,truck,2
1478898618811371214.jpg,car,16
1478898618811371214.jpg,pedestrian,12
1478898618811371214.jpg,truck,2
1478898619383732382.jpg,car,18
1478898619383732382.jpg,pedestrian,8
1478898619383732382.jpg,truck,2
1478898619955225796.jpg,car,18
1478898619955225796.jpg,pedestrian,10
1478898619955225796.jpg,truck,2
1478898620525468259.jpg,car,18
1478898620525468259.jpg,pedestrian,10
1478898620525468259.jpg,truck,2
1478898621097119457.jpg,car,18
1478898621097119457.jpg,pedestrian,10
1478898621097119457.jpg,truck,2
1478898621668332489.jpg,car,18
1478898621668332489.jpg,pedestrian,12
1478898621668332489.jpg,truck,2
1478898622239638964.jpg,car,8
1478898622239638964.jpg,pedestrian,8
1478898622239638964.jpg,truck,2
1478898622811509284.jpg,car,8
1478898622811509284.jpg,pedestrian,8
1478898622811509284.jpg,truck,2
1478898623382043553.jpg,car,8
1478898623382043553.jpg,pedestrian,8
1478898623382043553.jpg,truck,2
1478898623953273230.jpg,car,2
1478898623953273230.jpg,pedestrian,6
1478898623953273230.jpg,truck,2
1478898624524355757.jpg,car,2
1478898624524355757.jpg,pedestrian,6
1478898624524355757.jpg,truck,2
1478898625095927773.jpg,car,2
1478898625095927773.jpg,pedestrian,8
1478898625095927773.jpg,truck,2
1478898625667753896.jpg,car,10
1478898625667753896.jpg,pedestrian,8
1478898625667753896.jpg,truck,2
1478898626238340915.jpg,car,12
1478898626238340915.jpg,pedestrian,8
1478898626238340915.jpg,truck,2
1478898626809230540.jpg,car,18
1478898626809230540.jpg,pedestrian,4
1478898626809230540.jpg,truck,2
1478898627382475347.jpg,car,14
1478898627952160267.jpg,car,8
1478898628523467240.jpg,car,12
1478898629095758303.jpg,car,12
1478898629665561384.jpg,car,8
1478898630237662541.jpg,car,12
1478898630808613965.jpg,car,10
1478898631380482909.jpg,car,10
1478898631952020193.jpg,car,12
1478898632522198654.jpg,car,10
1478898633094696837.jpg,car,9
1478898633665600061.jpg,biker,2
1478898633665600061.jpg,car,20
1478898634236230388.jpg,biker,4
1478898634236230388.jpg,car,16
1478898634808723645.jpg,biker,2
1478898634808723645.jpg,car,5
1478898635378953852.jpg,biker,4
1478898635378953852.jpg,car,12
1478898635950740967.jpg,biker,2
1478898635950740967.jpg,car,6
1478898636523319379.jpg,biker,2
1478898636523319379.jpg,car,8
1478898637092622497.jpg,biker,2
1478898637092622497.jpg,car,8
1478898637664328252.jpg,car,8
1478898638235501383.jpg,car,10
1478898638806618984.jpg,car,8
1478898639378928950.jpg,car,6
1478898639949517717.jpg,car,6
1478898640521252644.jpg,car,2
1478898640521252644.jpg,truck,2
1478898641092163809.jpg,car,2
1478898642805835669.jpg,car,2
1478898642805835669.jpg,pedestrian,2
1478898643377429219.jpg,car,2
1478898643377429219.jpg,pedestrian,4
1478898643948829903.jpg,car,2
1478898643948829903.jpg,pedestrian,4
1478898644519441162.jpg,car,2
1478898644519441162.jpg,pedestrian,4
1478898645091910760.jpg,pedestrian,2
1478898645663676324.jpg,pedestrian,2
1478898646233351915.jpg,pedestrian,2
1478898646804541349.jpg,pedestrian,6
1478898647377181207.jpg,car,2
1478898647377181207.jpg,pedestrian,4
1478898647947159853.jpg,car,4
1478898647947159853.jpg,pedestrian,4
1478898648519573036.jpg,car,6
1478898648519573036.jpg,pedestrian,4
1478898649090129063.jpg,car,6
1478898649090129063.jpg,pedestrian,6
1478898649661475900.jpg,car,4
1478898649661475900.jpg,pedestrian,6
1478898650233248298.jpg,car,4
1478898650233248298.jpg,pedestrian,8
1478898650803573630.jpg,car,2
1478898650803573630.jpg,pedestrian,2
1478898651375864863.jpg,car,2
1478898651375864863.jpg,pedestrian,6
1478898651946185307.jpg,pedestrian,6
1478898652517408459.jpg,pedestrian,6
1478898653089886374.jpg,car,2
1478898653089886374.jpg,pedestrian,4
1478898653660051585.jpg,car,2
1478898653660051585.jpg,pedestrian,2
1478898654232382490.jpg,car,2
1478898654804792098.jpg,car,2
1478898655373852908.jpg,car,2
1478898655945555513.jpg,car,1
1478898656516795764.jpg,car,2
1478898657088017520.jpg,car,2
1478898657659698966.jpg,car,4
1478898658230366316.jpg,car,4
1478898658802478337.jpg,car,8
1478898659373493201.jpg,car,8
1478898659944874957.jpg,car,8
1478898660516516967.jpg,car,6
1478898660516516967.jpg,pedestrian,2
1478898661086532187.jpg,car,4
1478898661086532187.jpg,pedestrian,2
1478898661658323427.jpg,car,2
1478898661658323427.jpg,pedestrian,2
1478898662231175318.jpg,pedestrian,4
1478898662801154235.jpg,pedestrian,10
1478898663372327919.jpg,pedestrian,8
1478898663944422463.jpg,car,6
1478898663944422463.jpg,trafficLight,6
1478898664515020534.jpg,car,6
1478898664515020534.jpg,trafficLight,6
1478898665086606308.jpg,car,2
1478898665657511491.jpg,car,2
1478898665657511491.jpg,pedestrian,2
1478898666228903545.jpg,biker,2
1478898666228903545.jpg,car,4
1478898666228903545.jpg,pedestrian,2
1478898666800134931.jpg,biker,2
1478898666800134931.jpg,car,4
1478898666800134931.jpg,pedestrian,2
1478898667371299966.jpg,biker,2
1478898667371299966.jpg,car,4
1478898667371299966.jpg,pedestrian,2
1478898667943245573.jpg,biker,4
1478898667943245573.jpg,car,4
1478898667943245573.jpg,pedestrian,2
1478898668514758986.jpg,biker,4
1478898668514758986.jpg,car,4
1478898668514758986.jpg,pedestrian,2
1478898669085390178.jpg,biker,4
1478898669085390178.jpg,car,4
1478898669085390178.jpg,trafficLight,6
1478898669656626613.jpg,biker,4
1478898669656626613.jpg,car,4
1478898669656626613.jpg,trafficLight,6
1478898670227869815.jpg,biker,2
1478898670227869815.jpg,car,2
1478898670227869815.jpg,trafficLight,6
1478898670799399318.jpg,biker,2
1478898670799399318.jpg,car,4
1478898670799399318.jpg,trafficLight,6
1478898671371714511.jpg,biker,2
1478898671371714511.jpg,car,6
1478898671371714511.jpg,trafficLight,6
